department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,M,23435.38,0.0,0.0,10,23435.38,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,65461.21,482.46,0.0,17,65943.67,0.007370166240434602
HCA,Department of Housing and Community Affairs,HCA 76 Common Ownership Community Program,M,99062.19,0.0,0.0,25,99062.19,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 3 Security,M,61018.0,944.41,0.0,C5,61962.41,0.015477563997508931
OFR,Office of Food Systems Resilience,OFR 28 Food Systems Resilience,F,166415.55,0.0,0.0,M2,166415.55,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,80935.23,0.0,0.0,18,80935.23,0.0
LIB,Department of Public Libraries,LIB 71 Technology Management,M,103919.65,0.0,0.0,26,103919.65,0.0
REC,Department of Recreation,REC 72 Countywide Programs,M,91522.22,643.79,0.0,21,92166.01,0.007034248076587302
ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,50171.11,3897.94,0.0,12,54069.05,0.07769291929160028
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Fibernet Operations (GF),M,131190.59,0.0,0.0,N28,131190.59,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,M,68310.71,94.29,0.0,13,68405.0,0.0013803106423575455
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,64638.89,0.0,0.0,18,64638.89,0.0
POL,Department of Police,POL 47 MSB Training and Education Division,M,28289.4,0.0,0.0,10,28289.4,0.0
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,22094.01,0.0,0.0,8,22094.01,0.0
FRS,Fire and Rescue Services,FRS 45 EMS Billing,F,86862.99,0.0,0.0,21,86862.99,0.0
FIN,Department of Finance,FIN 32 Grants Accounting,F,108678.5,0.0,0.0,21,108678.5,0.0
FIN,Department of Finance,FIN 32 General Accounting,F,116541.54,0.0,0.0,23,116541.54,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0.0,0.0,24,93638.23,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,163713.48,0.0,0.0,M3,163713.48,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108366.8,0.0,0.0,24,108366.8,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106339.27,0.0,0.0,24,106339.27,0.0
FIN,Department of Finance,FIN 32 General Accounting,M,113978.94,0.0,0.0,23,113978.94,0.0
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,68081.23,0.0,0.0,N20,68081.23,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Common Ownership Community Program,M,136266.32,0.0,0.0,M3,136266.32,0.0
SHF,Sheriff's Office,SHF 48 Sheriff Domestic Violence,F,82424.27,8520.16,0.0,16,90944.43000000001,0.10336955365209785
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Community Engagement (GF),M,136188.0,0.0,0.0,26,136188.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,62917.74,0.0,0.0,13,62917.74,0.0
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,M,55713.0,2374.12,0.0,C5,58087.12,0.04261339364241739
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,95458.0,0.0,0.0,18,95458.0,0.0
REC,Department of Recreation,REC 72 Business Services,M,99635.91,0.0,0.0,N25,99635.91,0.0
REC,Department of Recreation,REC 72 Aquatic Team Management,M,89930.14,645.78,0.0,21,90575.92,0.00718090731316553
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,70376.11,0.0,0.0,18,70376.11,0.0
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,60641.79,0.0,0.0,16,60641.79,0.0
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0.0,0.0,10,23435.38,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,39.25,0.0,16,51292.98,0.000765797923390161
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Telephone Reporting Section,F,62630.88,6953.13,0.0,18,69584.01,0.11101760026363992
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,73129.98,0.0,0.0,21,73129.98,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,85292.87,0.0,0.0,N23,85292.87,0.0
DHS,Office of Emergency Management and Homeland Security,DHS 49 Operations and Training,F,116273.83,1040.97,0.0,26,117314.8,0.008952745428614505
LIB,Department of Public Libraries,LIB 71 Little Falls Library,F,68990.18,0.0,0.0,13,68990.18,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64592.0,29565.09,0.0,C4,94157.09,0.45772061555610605
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,70376.11,388.54,0.0,18,70764.65,0.005520907592079187
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,108899.0,0.0,0.0,21,108899.0,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO Change Management,F,133485.47,0.0,0.0,N27,133485.47,0.0
LIB,Department of Public Libraries,LIB 71 Connie Morella Library,M,34495.09,0.0,0.0,13,34495.09,0.0
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,96275.22,4122.77,0.0,20,100397.99,0.04282275335231642
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,75539.61,0.0,0.0,21,75539.61,0.0
OGM,Office of Grants Management,OGM 27 Office of Grants Management,F,106092.17,0.0,0.0,N25,106092.17,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,100898.09,0.0,0.0,24,100898.09,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592.0,45046.89,0.0,C4,109638.89,0.697406644785732
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,95619.85,0.0,0.0,N23,95619.85,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,77031.28,0.0,0.0,N17,77031.28,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592.0,63847.33,0.0,C4,128439.33,0.9884711729006689
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,86743.82,0.0,0.0,23,86743.82,0.0
FIN,Department of Finance,FIN 32 Tax Operations,M,72097.28,2747.4,0.0,16,74844.68,0.03810684674928097
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,31315.44,0.0,0.0,18,31315.44,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,76986.0,0.0,0.0,13,76986.0,0.0
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,60049.13,30343.47,0.0,9,90392.6,0.5053107347267146
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64952.0,22658.89,0.0,C4,87610.89,0.348855924374923
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,67316.24,0.0,0.0,18,67316.24,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division Vehicle Recovery Section,F,65212.62,5042.56,0.0,16,70255.18000000001,0.07732491042377994
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,81933.47,0.0,0.0,24,81933.47,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,64592.0,59455.67,0.0,C4,124047.67,0.9204804000495417
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,113837.0,0.0,0.0,N22,113837.0,0.0
LIB,Department of Public Libraries,LIB 71 Rockville Library,F,61968.71,0.0,0.0,13,61968.71,0.0
PRO,Office of Procurement,PRO 35 Procurement Division,F,115407.71,0.0,0.0,25,115407.71,0.0
CCL,County Council,CCL 01 Council Central Staff,F,85771.42,0.0,0.0,N21,85771.42,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,91030.09,5953.58,0.0,21,96983.67,0.0654023301525902
REC,Department of Recreation,REC 72 Facilities Division,M,59933.86,0.0,0.0,18,59933.86,0.0
DOT,Department of Transportation,DOT 50 Transit Management Services,M,100156.85,0.0,0.0,N23,100156.85,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,103153.97,0.0,0.0,24,103153.97,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,108899.0,0.0,0.0,21,108899.0,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,162924.51,0.0,0.0,M3,162924.51,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Housing Code Enforcement,M,91297.78,4683.28,0.0,21,95981.06,0.05129675661335905
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0.0,0.0,24,95498.22,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,63491.45,2575.46,0.0,14,66066.91,0.04056388694855764
FRS,Fire and Rescue Services,FRS 45 Procurement,F,99062.19,0.0,0.0,23,99062.19,0.0
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,68654.95,0.0,0.0,18,68654.95,0.0
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,83.56,0.0,18,80798.14,0.0010352528626178814
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,95498.22,0.0,0.0,24,95498.22,0.0
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,111.41,0.0,18,80825.99,0.0013802958523726444
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,83.56,0.0,18,80798.14,0.0010352528626178814
POL,Department of Police,POL 47 PSB 5th District Patrol,M,69157.0,6367.81,0.0,P2,75524.81,0.09207759156701419
LIB,Department of Public Libraries,LIB 71 Wheaton Library,F,27871.86,0.0,0.0,13,27871.86,0.0
DOT,Department of Transportation,DOT 50 Sign and Marking Shop,M,62344.01,10434.38,0.0,12,72778.39,0.16736780325808365
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,94329.56,634.71,0.0,24,94964.27,0.00672864370405205
OAG,Office of Agriculture,OAG 78 Soil Conservation,M,142495.0,0.0,0.0,N27,142495.0,0.0
CUS,Community Use of Public Facilities,CUS 70 Silver Spring Civic Building,F,88786.03,194.96,0.0,N21,88980.99,0.002195840944797284
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,F,40136.88,129.58,0.0,12,40266.46,0.003228452236446879
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,95884.01,0.0,0.0,24,95884.01,0.0
REC,Department of Recreation,REC 72 Aquatic Team Management,M,78675.91,8416.04,0.0,21,87091.95000000001,0.1069709902306818
POL,Department of Police,POL 47 PSB 4th District Patrol,M,69157.0,14119.36,0.0,P2,83276.36,0.20416385904536055
NDA,Non-Departmental Account,NDA 99 MCERP,M,217359.0,0.0,0.0,M1,217359.0,0.0
LIB,Department of Public Libraries,LIB 71 White Oak Library,M,26674.04,0.0,0.0,13,26674.04,0.0
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,50812.99,78.84,0.0,15,50891.829999999994,0.0015515717536008018
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,71054.82,0.0,0.0,16,71054.82,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,56003.43,8654.91,0.0,15,64658.34,0.15454249855767763
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,80714.58,111.41,0.0,18,80825.99,0.0013802958523726444
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,M,40140.49,64.78,0.0,12,40205.27,0.0016138318191930394
FIN,Department of Finance,FIN 32 Accounts Receivable,M,93324.97,0.0,0.0,N18,93324.97,0.0
DOT,Department of Transportation,DOT 50 Sign and Marking Shop,M,62344.01,737.04,0.0,12,63081.05,0.011822146185335206
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,64638.89,0.0,0.0,18,64638.89,0.0
DEP,Department of Environmental Protection,DEP 80 Environmental Compliance Group,M,68698.35,0.0,0.0,20,68698.35,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,43525.0,1435.68,0.0,15,44960.68,0.032985180930499715
OAS,Office of Animal Services,OAS 38 Animal Services Division,M,66933.79,1225.94,0.0,N19,68159.73,0.018315711690612472
CEC,Community Engagement Cluster,CEC 16 Regional Services Centers,F,116273.83,0.0,0.0,N25,116273.83,0.0
POL,Department of Police,POL 47 PSB 4th District Patrol,F,69157.0,6569.28,0.0,P2,75726.28,0.0949908179938401
POL,Department of Police,POL 47 MSB Communications Division,F,67501.52,7977.82,0.0,19,75479.34,0.11818726452382108
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,82854.58,0.0,0.0,21,82854.58,0.0
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,40136.88,982.11,0.0,12,41118.99,0.02446901702374475
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,109350.17,0.0,0.0,N25,109350.17,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Human Resources,M,128062.99,0.0,0.0,N28,128062.99,0.0
LIB,Department of Public Libraries,LIB 71 Gaithersburg Library,F,25976.97,0.0,0.0,13,25976.97,0.0
REC,Department of Recreation,REC 72 Business Services,M,102504.51,0.0,0.0,23,102504.51,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,M,55713.0,1379.2,0.0,C5,57092.2,0.02475544307432736
ABS,Alcohol Beverage Services,ABS 85 Cabin John,M,25085.55,2138.65,0.0,12,27224.2,0.08525425992254505
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,95498.22,0.0,0.0,24,95498.22,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 CIO One Face Forward Initiative,M,186124.0,0.0,0.0,N34,186124.0,0.0
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,97697.25,0.0,0.0,24,97697.25,0.0
ABS,Alcohol Beverage Services,ABS 85 Darnestown,F,40136.88,137.76,0.0,12,40274.64,0.0034322548239922985
DOT,Department of Transportation,DOT 50 Transportation System Engineering,M,71733.89,6704.47,0.0,17,78438.36,0.09346307582092649
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113978.94,0.0,0.0,N23,113978.94,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 1 Security,F,64592.0,77582.57,0.0,C4,142174.57,1.2011173210304682
CCL,County Council,CCL 01 Council Central Staff,F,88445.48,0.0,0.0,N20,88445.48,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0.0,0.0,24,93638.23,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,93638.23,497.68,0.0,24,94135.90999999999,0.005314923188958185
DPS,Department of Permitting Services,DPS 75 Land Development Sediment Stormwater Plan Review,M,128895.7,0.0,0.0,26,128895.7,0.0
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,M,71278.01,0.0,0.0,15,71278.01,0.0
OAS,Office of Animal Services,OAS 38 Animal Services Division,F,83533.43,4314.22,0.0,18,87847.65,0.051646628182273856
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
DOT,Department of Transportation,DOT 50 Highway Services,M,56517.87,9623.07,0.0,15,66140.94,0.170265970745182
LIB,Department of Public Libraries,LIB 71 Potomac Library,F,94412.48,0.0,0.0,24,94412.48,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,119032.0,0.0,0.0,23,119032.0,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592.0,30184.94,0.0,C4,94776.94,0.4673170052018826
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,93638.23,0.0,0.0,24,93638.23,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,102914.6,0.0,0.0,23,102914.6,0.0
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,31315.17,0.0,0.0,18,31315.17,0.0
REC,Department of Recreation,REC 72 Youth Development Youth Services,F,79552.98,258.17,0.0,21,79811.15,0.0032452586942689015
ABS,Alcohol Beverage Services,ABS 85 Downtown Rockville,M,23306.13,0.0,0.0,12,23306.13,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,74834.68,0.0,0.0,16,74834.68,0.0
LIB,Department of Public Libraries,LIB 71 Deaf Culture Digital Library,M,95276.28,0.0,0.0,18,95276.28,0.0
COR,Correction and Rehabilitation,COR 42 DS Health Services,F,73818.44,2368.2,0.0,16,76186.64,0.03208141488766221
DOT,Department of Transportation,DOT 50 Highway Services,M,59343.42,10658.95,0.0,16,70002.37,0.17961469022176343
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592.0,76142.19,0.0,C4,140734.19,1.1788176554372058
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,M,71564.75,493.89,0.0,18,72058.64,0.006901302666466382
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,119716.16,0.0,0.0,26,119716.16,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,51253.73,0.0,0.0,16,51253.73,0.0
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,55786.38,0.0,0.0,13,55786.38,0.0
COR,Correction and Rehabilitation,COR 42 DS MCCF Unit 2 Security,M,64592.0,43243.47,0.0,C4,107835.47,0.6694864689125588
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,23435.38,0.0,0.0,10,23435.38,0.0
DOT,Department of Transportation,DOT 50 Transit Management Services,F,102504.51,0.0,0.0,25,102504.51,0.0
